# Time-averaged data for fix strunning
# TimeStep v_st
79900 69.9624
79950 70.1041
80000 70.1495
80050 70.1282
80100 70.0264
80150 69.936
80200 69.8533
80250 69.8213
80300 69.6554
80350 69.5868
80400 69.583
80450 69.48
80500 69.3429
80550 69.3618
80600 69.4886
80650 69.4531
80700 69.3554
80750 69.4275
80800 69.5461
80850 69.5396
80900 69.5452
80950 69.583
81000 69.643
81050 69.6582
81100 69.7635
81150 69.8159
81200 69.8087
81250 69.8622
81300 69.7964
81350 69.6161
81400 69.4783
81450 69.5471
81500 69.6119
81550 69.6156
81600 69.5597
81650 69.4263
81700 69.3514
81750 69.2813
81800 69.3003
81850 69.3336
81900 69.4214
81950 69.4507
82000 69.3739
82050 69.4179
82100 69.5641
82150 69.6393
82200 69.5519
82250 69.6175
82300 69.6122
82350 69.6683
82400 69.616
82450 69.511
82500 69.3884
82550 69.4215
82600 69.499
82650 69.6138
82700 69.6029
82750 69.5793
82800 69.5669
82850 69.6586
82900 69.5325
82950 69.4845
83000 69.5338
83050 69.5563
83100 69.58
83150 69.4687
83200 69.3479
83250 69.4109
83300 69.4963
83350 69.4306
83400 69.4293
83450 69.4865
83500 69.4679
83550 69.4452
83600 69.5176
83650 69.4453
83700 69.5205
83750 69.5114
83800 69.4401
83850 69.4049
83900 69.4146
83950 69.2942
84000 69.2372
84050 69.188
84100 69.2832
84150 69.3017
84200 69.3822
84250 69.5074
84300 69.5304
84350 69.607
84400 69.6627
84450 69.629
84500 69.6199
84550 69.7352
84600 69.8403
84650 69.8749
84700 69.9264
84750 69.9879
84800 70.066
84850 70.1624
84900 70.1942
84950 70.1699
85000 70.0694
85050 70.001
85100 69.9274
85150 69.8684
85200 69.9117
85250 69.876
85300 69.8567
85350 69.9166
85400 69.9596
85450 69.968
85500 70.0452
85550 70.0229
85600 70.0909
85650 70.1881
85700 70.1901
85750 70.1541
85800 70.2041
85850 70.1864
85900 70.2305
85950 70.3213
86000 70.2615
86050 70.2677
86100 70.2765
86150 70.3188
86200 70.2948
86250 70.3109
86300 70.3846
86350 70.443
86400 70.5618
86450 70.5939
86500 70.4817
86550 70.4577
86600 70.4294
86650 70.4082
86700 70.4315
86750 70.3814
86800 70.3264
86850 70.3568
86900 70.2685
86950 70.2322
87000 70.2597
87050 70.3458
87100 70.3377
87150 70.3264
87200 70.3608
87250 70.4146
87300 70.4444
87350 70.4033
87400 70.3491
87450 70.4288
87500 70.5772
87550 70.6932
87600 70.7954
87650 70.7124
87700 70.6687
87750 70.7411
87800 70.6554
87850 70.6618
87900 70.776
87950 70.8103
88000 70.7883
88050 70.7418
88100 70.6457
88150 70.7404
88200 70.9129
88250 70.9611
88300 70.9598
88350 71.0081
88400 71.1362
88450 71.2366
88500 71.2
88550 71.1866
88600 71.2368
88650 71.3448
88700 71.3931
88750 71.4011
88800 71.2693
88850 71.2911
88900 71.3067
88950 71.2966
89000 71.1783
89050 71.0802
89100 71.1383
89150 71.1818
89200 71.231
89250 71.2416
89300 71.2768
89350 71.1485
89400 71.108
89450 71.1263
89500 71.2155
89550 71.342
